VIA,Tipo,Subtipo
9383,Descriptivo,
9385,Descriptivo,
9386,Descriptivo,
9387,Descriptivo,
9388,Descriptivo,
9389,Descriptivo,
9390,Descriptivo,
9391,Descriptivo,
9392,Hombre,
9393,Descriptivo,
9394,Otro,
9395,Hombre,
9396,Descriptivo,
9397,Descriptivo,
9398,Flora,
9399,Descriptivo,
9400,Descriptivo,
9401,Otro,
9402,Pais/Nación/Región,
9403,Descriptivo,
9404,Descriptivo,
9405,Descriptivo,
9406,Descriptivo,
9407,Descriptivo,
9408,Descriptivo,
9409,Descriptivo,
9410,Descriptivo,
9411,Descriptivo,
9412,Descriptivo,
9413,Descriptivo,
9414,Descriptivo,
9415,Descriptivo,
9416,Descriptivo,
9417,Descriptivo,
9418,Descriptivo,
9419,Descriptivo,
9420,Descriptivo,
9421,Descriptivo,
9422,Flora,
9423,Fauna,
9424,Flora,
9425,Flora,
9426,Flora,
9427,Descriptivo,
9428,Fauna,
9429,Fauna,
9430,Descriptivo,
9431,Otro,
9432,Descriptivo,
9433,Otro,
9434,Descriptivo,
9435,Descriptivo,
9436,Histórico,
9437,Histórico,
9438,Descriptivo,
9439,Descriptivo,
9440,Descriptivo,
9441,Descriptivo,
9442,Descriptivo,
9443,Descriptivo,
9444,Descriptivo,
9445,Descriptivo,
9446,Descriptivo,
9447,Descriptivo,
9448,Descriptivo,
9449,Descriptivo,
9450,Descriptivo,
9451,Descriptivo,
9452,Descriptivo,
9453,Descriptivo,
9454,Descriptivo,
9455,Descriptivo,
9456,Descriptivo,
9457,Descriptivo,
9458,Descriptivo,
9459,Descriptivo,
9460,Descriptivo,
9461,Descriptivo,
9462,Descriptivo,
9463,Hombre,
9464,Hombre,
9465,Hombre,
9466,Hombre,
9467,Hombre,
9468,Hombre,
9469,Hombre,
9470,Hombre,
9471,Hombre,
9472,Histórico,
9473,Histórico,
9474,Descriptivo,
9475,Descriptivo,
9476,Hombre,
9477,Mujer,Falta información
9478,Hombre,
9479,Descriptivo,
9480,Descriptivo,
9481,Descriptivo,
9482,Descriptivo,
9483,Descriptivo,
9484,Descriptivo,
9485,Descriptivo,
9486,Descriptivo,
9487,Descriptivo,
9488,Descriptivo,
9489,Descriptivo,
9490,Descriptivo,
9491,Descriptivo,
9492,Descriptivo,
9493,Descriptivo,
9494,Descriptivo,
9495,Descriptivo,
9496,Descriptivo,
9497,Descriptivo,
9498,Descriptivo,
9499,Descriptivo,
9500,Hombre,
9501,Descriptivo,
9503,Artes/Cultura,
9504,Mujer,Educación
9508,Fauna,
9509,Histórico,
9510,Flora,
9511,Flora,
9512,Fauna,
9513,Flora,
9514,Otro,
9515,Flora,
9516,Descriptivo,
9517,Flora,
9520,Descriptivo,
9521,Descriptivo,
9522,Descriptivo,
9523,Descriptivo,
9524,Otro,
9525,Descriptivo,
9526,Descriptivo,
9527,Descriptivo,
9528,Descriptivo,
9529,Descriptivo,
9530,Descriptivo,
9531,Descriptivo,
9532,Descriptivo,
9533,Descriptivo,
9534,Descriptivo,
9535,Descriptivo,
9536,Descriptivo,
9537,Descriptivo,
9538,Descriptivo,
9539,Flora,
9540,Descriptivo,
9541,Fauna,
9542,Fauna,
9543,Flora,
9544,Descriptivo,
9545,Descriptivo,
9546,Descriptivo,
9547,Otro,
9548,Flora,
9549,Flora,
9550,Descriptivo,
9551,Descriptivo,
9552,Descriptivo,
9553,Descriptivo,
9554,Descriptivo,
9555,Descriptivo,
9556,Descriptivo,
9557,Hombre,
9558,Hombre,
9559,Descriptivo,
9560,Hombre,
9561,Hombre,
9562,Flora,
9563,Otro,
9564,Descriptivo,
9565,Descriptivo,
9566,Descriptivo,
9567,Descriptivo,
9568,Descriptivo,
9569,Descriptivo,
9570,Descriptivo,
9571,Descriptivo,
9572,Fauna,
9575,Fauna,
9577,Descriptivo,
9584,Descriptivo,
9601,Descriptivo,
9602,Descriptivo,
9700,Descriptivo,
9801,Hombre,
9804,Descriptivo,
9810,Descriptivo,
9819,Descriptivo,
9864,Descriptivo,
9875,Hombre,
9900,Descriptivo,
9901,Hombre,
9902,Descriptivo,
9904,Descriptivo,
9905,Descriptivo,
9906,Descriptivo,
9908,Hombre,
9909,Descriptivo,
9910,Descriptivo,
9911,Descriptivo,
9912,Descriptivo,
9913,Descriptivo,
9914,Descriptivo,
9915,Descriptivo,
9916,Descriptivo,
9917,Descriptivo,
9918,Descriptivo,
9919,Descriptivo,
9920,Descriptivo,
9921,Descriptivo,
9922,Descriptivo,
9923,Descriptivo,
9925,Descriptivo,
9926,Hombre,
9927,Hombre,
9928,Hombre,
9929,Hombre,
9930,Hombre,
9931,Descriptivo,
9932,Hombre,
9981,Geográfico,
9982,Geográfico,
9983,Geográfico,
9991,Descriptivo,
9992,Otro,
9993,Descriptivo,
9994,Descriptivo,
9995,Descriptivo,
9996,Descriptivo,
9998,Geográfico,
