VIA,Tipo,Subtipo
5416,Descriptivo,
5418,Pais/Nación/Región,
5424,Pais/Nación/Región,
5427,Lugar/Ciudad,
5430,Hombre,
5433,Hombre,
5436,Geográfico,
5439,Lugar/Ciudad,
5441,Hombre,
5442,Hombre,
5445,Hombre,
5448,Hombre,
5450,Fauna,
5451,Hombre,
5453,Mujer,Emprendedora
5454,Hombre,
5458,Descriptivo,
5459,Hombre,
5460,Hombre,
5463,Hombre,
5465,Hombre,
5466,Hombre,
5469,Histórico,
5470,Geográfico,
5472,Histórico,
5473,Hombre,
5474,Hombre,
5475,Histórico,
5476,Pais/Nación/Región,
5477,Hombre,
5478,Descriptivo,
5479,Descriptivo,
5480,Descriptivo,
5481,Hombre,
5482,Descriptivo,
5483,Descriptivo,
5484,Lugar/Ciudad,
5485,Otro,
5486,Descriptivo,
5487,Geográfico,
5489,Descriptivo,
5490,Hombre,
5491,Descriptivo,
5492,Descriptivo,
5493,Mujer,Heroína
5494,Descriptivo,
5495,Descriptivo,
5496,Hombre,
5499,Hombre,
5502,Hombre,
5505,Histórico,
5507,Mujer,Cultura
5508,Geográfico,
5509,Mujer,Filántropa
5510,Hombre,
5511,Hombre,
5512,Hombre,
5514,Geográfico,
5517,Histórico,
5520,Fauna,
5522,Hombre,
5523,Lugar/Ciudad,
5525,Histórico,
5526,Geográfico,
5527,Astronómico,
5528,Descriptivo,
5529,Hombre,
5530,Flora,
5531,Hombre,
5532,Hombre,
5533,Hombre,
5534,Descriptivo,
5535,Hombre,
5536,Descriptivo,
5537,Flora,
5538,Hombre,
5539,Descriptivo,
5540,Descriptivo,
5541,Pais/Nación/Región,
5542,Hombre,
5543,Descriptivo,
5544,Hombre,
5545,Descriptivo,
5546,Otro,
5547,Descriptivo,
5548,Descriptivo,
5549,Descriptivo,
5550,Hombre,
5551,Hombre,
5552,Descriptivo,
5553,Hombre,
5554,Descriptivo,
5555,Descriptivo,
5556,Hombre,
5557,Descriptivo,
5558,Flora,
5559,Descriptivo,
5560,Mujer,Pionera
5561,Hombre,
5562,Hombre,
5563,Descriptivo,
5564,Descriptivo,
5565,Descriptivo,
5566,Hombre,
5567,Hombre,
5568,Hombre,
5569,Hombre,
5570,Hombre,
5571,Hombre,
5572,Descriptivo,
5573,Descriptivo,
5574,Lugar/Ciudad,
5575,Descriptivo,
5576,Hombre,
5577,Geográfico,
5578,Descriptivo,
5579,Descriptivo,
5580,Descriptivo,
5581,Hombre,
5584,Hombre,
5585,Descriptivo,
5586,Hombre,
5587,Hombre,
5588,Hombre,
5589,Hombre,
5590,Hombre,
5591,Astronómico,
5592,Hombre,
5594,Hombre,
5595,Pais/Nación/Región,
5598,Geográfico,
5600,Astronómico,
5601,Histórico,
5603,Hombre,
5604,Hombre,
5605,Hombre,
5607,Hombre,
5609,Hombre,
5610,Hombre,
5611,Hombre,
5613,Hombre,
5616,Hombre,
5617,Otro,
5619,Hombre,
5622,Lugar/Ciudad,
5623,Geográfico,
5624,Lugar/Ciudad,
5625,Hombre,
5626,Hombre,
5628,Pais/Nación/Región,
5629,Hombre,
5631,Hombre,
5637,Hombre,
5638,Hombre,
5640,Lugar/Ciudad,
5642,Hombre,
5643,Lugar/Ciudad,
5646,Hombre,
5650,Lugar/Ciudad,
5652,Hombre,
5656,Hombre,
5658,Hombre,
5661,Hombre,
5665,Hombre,
5667,Hombre,
5668,Hombre,
5670,Otro,
5673,Hombre,
5676,Hombre,Ficción
5677,Familia,
5682,Hombre,
5686,Descriptivo,
5691,Hombre,
5695,Astronómico,
5696,Descriptivo,
5697,Hombre,
5698,Descriptivo,
5699,Descriptivo,
5700,Otro,
5701,Otro,
5702,Descriptivo,
5703,Hombre,
5704,Descriptivo,
5705,Descriptivo,
5706,Hombre,
5707,Descriptivo,
5708,Descriptivo,
5709,Artes/Cultura,
5710,Hombre,
5711,Hombre,
5712,Descriptivo,
5713,Descriptivo,
5714,Descriptivo,
5715,Pais/Nación/Región,
5716,Hombre,
5718,Hombre,
5719,Descriptivo,
5720,Lugar/Ciudad,
5721,Hombre,
5722,Hombre,
5723,Descriptivo,
5725,Histórico,
5727,Hombre,
5728,Descriptivo,
5729,Descriptivo,
5730,Geográfico,
5731,Lugar/Ciudad,
5732,Lugar/Ciudad,
5733,Lugar/Ciudad,
5735,Hombre,
5736,Hombre,
5738,Hombre,
5739,Histórico,
5740,Descriptivo,
5748,Hombre,
5754,Geográfico,
5764,Hombre,
5772,Hombre,
5774,Hombre,
5775,Hombre,
5778,Geográfico,
5781,Histórico,
5782,Pais/Nación/Región,
5784,Lugar/Ciudad,
5785,Geográfico,
5790,Hombre,
5792,Hombre,
5793,Hombre,
5796,Pais/Nación/Región,
5799,Geográfico,
5802,Geográfico,
5805,Hombre,
5806,Hombre,
5808,Hombre,Ficción
5810,Flora,
5811,Hombre,
5812,Hombre,
5814,Hombre,
5817,Hombre,
5818,Artes/Cultura,
5819,Histórico,
5820,Lugar/Ciudad,
5823,Hombre,
5827,Hombre,
5829,Hombre,
5830,Hombre,
5831,Histórico,
5832,Hombre,
5835,Hombre,
5838,Histórico,
5839,Hombre,
5841,Hombre,
5850,Hombre,
5853,Hombre,
5855,Hombre,
5856,Geográfico,
5857,Descriptivo,
5858,Descriptivo,
5859,Hombre,
5862,Hombre,
5865,Hombre,
5868,Hombre,
5871,Hombre,
5874,Hombre,
5876,Hombre,
5877,Lugar/Ciudad,
5878,Hombre,
5879,Hombre,
5880,Otro,
5881,Hombre,
5883,Hombre,
5886,Histórico,
5889,Lugar/Ciudad,
5892,Descriptivo,
5895,Hombre,
5898,Histórico,
5901,Hombre,
5903,Hombre,
5904,Hombre,
5905,Hombre,
5907,Hombre,
5910,Lugar/Ciudad,
5912,Hombre,
5913,Hombre,
5915,Hombre,
5916,Hombre,Ficción
5917,Hombre,
5918,Hombre,
5919,Otro,
5922,Familia,
5925,Otro,
5926,Pais/Nación/Región,
5927,Pais/Nación/Región,
5928,Geográfico,
5934,Hombre,
5935,Hombre,
5937,Histórico,
5940,Lugar/Ciudad,
5943,Geográfico,
5946,Hombre,
5949,Hombre,
5952,Histórico,
5955,Histórico,
5956,Flora,
5958,Hombre,
5959,Hombre,
5961,Lugar/Ciudad,
5963,Hombre,
5964,Hombre,
5967,Lugar/Ciudad,
5968,Hombre,
5970,Pais/Nación/Región,
5973,Hombre,
5976,Hombre,
5979,Hombre,
5980,Hombre,
5982,Pais/Nación/Región,
5985,Hombre,
5988,Histórico,
5990,Astronómico,
5991,Geográfico,
5994,Hombre,
5995,Hombre,
5996,Familia,
5997,Hombre,
6000,Hombre,
6003,Geográfico,
6004,Lugar/Ciudad,
6006,Pais/Nación/Región,
6009,Geográfico,
6012,Geográfico,
6015,Pais/Nación/Región,
6018,Hombre,
6024,Hombre,
6027,Hombre,
6030,Hombre,
6033,Hombre,
6036,Hombre,
6039,Hombre,
6042,Hombre,
6045,Hombre,
6048,Hombre,
6051,Hombre,
6057,Hombre,
6060,Mujer,Madre/Esposa/Hija
6066,Hombre,
6067,Mujer,Política
6069,Hombre,
6074,Hombre,
6075,Pais/Nación/Región,
6078,Geográfico,
6081,Hombre,
6084,Hombre,
6085,Hombre,
6086,Hombre,
6087,Hombre,
6089,Hombre,
6090,Hombre,
6091,Hombre,
6092,Hombre,
6093,Hombre,
6095,Hombre,
6096,Hombre,
6097,Hombre,
6098,Hombre,
6099,Hombre,
6102,Hombre,
6105,Hombre,
6106,Hombre,
6108,Hombre,
6111,Hombre,
6113,Hombre,
6114,Hombre,
6116,Hombre,
6120,Hombre,
6123,Lugar/Ciudad,
6126,Hombre,
6129,Hombre,
6135,Hombre,
6138,Hombre,
6140,Fauna,
6141,Hombre,
6144,Hombre,
6147,Hombre,
6148,Descriptivo,
6153,Lugar/Ciudad,
6154,Hombre,
6155,Flora,
6156,Hombre,
6158,Lugar/Ciudad,
6162,Hombre,
6163,Hombre,
6164,Hombre,
6165,Hombre,
6166,Mujer,Cultura
6168,Mujer,Filántropa
6170,Hombre,
6171,Hombre,
6174,Hombre,
6177,Hombre,
6180,Hombre,
6182,Mujer,Filántropa
6183,Hombre,
6185,Mujer,Filántropa
6186,Hombre,
6187,Hombre,
6188,Pais/Nación/Región,
6189,Hombre,
6190,Hombre,
6191,Hombre,
6192,Hombre,
6193,Hombre,
6194,Hombre,
6195,Pais/Nación/Región,
6196,Descriptivo,
6197,Hombre,
6198,Hombre,
6199,Mujer,Falta información
6200,Hombre,
6201,Hombre,
6202,Hombre,
6203,Hombre,
6204,Hombre,
6207,Hombre,
6210,Hombre,
6213,Hombre,
6216,Hombre,
6219,Astronómico,
6222,Hombre,
6225,Geográfico,
6226,Hombre,
6230,Hombre,
6231,Hombre,
6232,Hombre,
6233,Hombre,
6234,Lugar/Ciudad,
6237,Hombre,
6240,Lugar/Ciudad,
6242,Hombre,
6243,Hombre,
6246,Lugar/Ciudad,
6247,Lugar/Ciudad,
6249,Hombre,
6252,Pais/Nación/Región,
6255,Hombre,
6256,Flora,
6258,Pais/Nación/Región,
6267,Hombre,
6268,Mujer,Heroína
6270,Hombre,
6273,Hombre,
6276,Hombre,
6279,Geográfico,
6282,Lugar/Ciudad,
6285,Lugar/Ciudad,
6288,Hombre,
6291,Geográfico,
6294,Lugar/Ciudad,
6297,Hombre,
6300,Histórico,
6301,Hombre,
6303,Pais/Nación/Región,
6306,Lugar/Ciudad,
6309,Lugar/Ciudad,
6312,Lugar/Ciudad,
6315,Hombre,
6316,Hombre,
6318,Lugar/Ciudad,
6321,Histórico,
6324,Lugar/Ciudad,
6327,Lugar/Ciudad,
6330,Lugar/Ciudad,
6333,Histórico,
6336,Lugar/Ciudad,
6339,Hombre,
6342,Hombre,
6343,Histórico,
6344,Hombre,
6345,Hombre,Ficción
6350,Hombre,
6351,Hombre,
6357,Histórico,
6358,Pais/Nación/Región,
6359,Lugar/Ciudad,
6360,Pais/Nación/Región,
6363,Geográfico,
6366,Histórico,
6369,Lugar/Ciudad,
6372,Otro,
6375,Lugar/Ciudad,
6378,Hombre,
6381,Histórico,
6384,Hombre,
6387,Histórico,
6389,Hombre,
6390,Hombre,
6393,Hombre,
6395,Hombre,
6399,Hombre,
6402,Hombre,
6405,Hombre,
6408,Hombre,
6411,Histórico,
6413,Hombre,
6414,Hombre,
6416,Descriptivo,
6417,Descriptivo,
6418,Descriptivo,
6419,Descriptivo,
6420,Descriptivo,
6421,Descriptivo,
6422,Descriptivo,
6423,Descriptivo,
6424,Descriptivo,
6425,Descriptivo,
6426,Hombre,
6429,Hombre,
6432,Histórico,
6433,Flora,
6434,Astronómico,
6435,Hombre,
6438,Hombre,
6440,Hombre,
6441,Hombre,
6444,Hombre,
6447,Hombre,
6450,Hombre,
6453,Hombre,
6459,Hombre,
6460,Hombre,
6462,Hombre,
6463,Hombre,
6465,Lugar/Ciudad,
6466,Descriptivo,
6468,Mujer,Filántropa
6469,Hombre,
6470,Hombre,
6471,Lugar/Ciudad,
6472,Hombre,
6473,Descriptivo,
6474,Lugar/Ciudad,
6475,Descriptivo,
6476,Descriptivo,
6477,Hombre,
6478,Mujer,Ficción
6479,Hombre,
6480,Geográfico,
6481,Descriptivo,
6482,Descriptivo,
6483,Hombre,
6484,Descriptivo,
6485,Descriptivo,
6486,Descriptivo,
6487,Descriptivo,
6488,Descriptivo,
6489,Descriptivo,
6490,Descriptivo,
6491,Mujer,Pionera
6492,Descriptivo,
6493,Descriptivo,
6494,Descriptivo,
6495,Descriptivo,
6496,Descriptivo,
6497,Descriptivo,
6498,Descriptivo,
6499,Descriptivo,
6500,Descriptivo,
6501,Descriptivo,
6502,Descriptivo,
6503,Descriptivo,
6504,Descriptivo,
6505,Descriptivo,
6506,Descriptivo,
6507,Descriptivo,
6508,Descriptivo,
6509,Descriptivo,
6510,Descriptivo,
6511,Descriptivo,
6512,Descriptivo,
6513,Descriptivo,
6514,Hombre,
6515,Descriptivo,
6516,Descriptivo,
6517,Descriptivo,
6518,Descriptivo,
6519,Descriptivo,
6520,Descriptivo,
6521,Descriptivo,
6522,Descriptivo,
6523,Descriptivo,
6524,Descriptivo,
6525,Descriptivo,
6526,Hombre,
6527,Pais/Nación/Región,
6528,Familia,
6529,Descriptivo,
6530,Descriptivo,
6531,Pais/Nación/Región,
6532,Descriptivo,
6533,Descriptivo,
6534,Descriptivo,
6535,Descriptivo,
6536,Mujer,Cultura
6537,Hombre,
6538,Descriptivo,
6539,Descriptivo,
6540,Hombre,
6541,Descriptivo,
6542,Descriptivo,
6543,Descriptivo,
6544,Descriptivo,
6545,Hombre,
6546,Lugar/Ciudad,
6547,Descriptivo,
6548,Descriptivo,
6549,Hombre,
6550,Descriptivo,
6551,Descriptivo,
6552,Hombre,
6553,Descriptivo,
6554,Descriptivo,
6555,Descriptivo,
6556,Descriptivo,
6557,Pais/Nación/Región,
6558,Lugar/Ciudad,
6559,Descriptivo,
6560,Descriptivo,
6561,Descriptivo,
6562,Descriptivo,
6563,Pais/Nación/Región,
6564,Descriptivo,
6565,Descriptivo,
6566,Descriptivo,
6567,Descriptivo,
6568,Descriptivo,
6569,Descriptivo,
6570,Hombre,
6571,Mujer,Cultura
6572,Hombre,
6573,Hombre,
6574,Descriptivo,
6575,Descriptivo,
6576,Descriptivo,
6577,Descriptivo,
6578,Descriptivo,
6579,Hombre,
6580,Descriptivo,
6581,Descriptivo,
6582,Pais/Nación/Región,
6583,Descriptivo,
6584,Descriptivo,
6585,Lugar/Ciudad,
6586,Descriptivo,
6587,Descriptivo,
6588,Pais/Nación/Región,
6589,Descriptivo,
6590,Descriptivo,
6591,Hombre,
6592,Hombre,
6593,Descriptivo,
6594,Artes/Cultura,
6595,Pais/Nación/Región,
6596,Descriptivo,
6597,Hombre,
6598,Hombre,
6599,Descriptivo,
6600,Hombre,
6601,Descriptivo,
6602,Mujer,Cultura
6603,Descriptivo,
6604,Descriptivo,
6605,Hombre,
6606,Artes/Cultura,
6607,Lugar/Ciudad,
6608,Descriptivo,
6609,Hombre,
6610,Hombre,
6612,Lugar/Ciudad,
6613,Hombre,
6614,Hombre,
6615,Hombre,
6616,Descriptivo,
6617,Descriptivo,
6618,Histórico,
6619,Descriptivo,
6620,Descriptivo,
6621,Geográfico,
6622,Descriptivo,
6624,Lugar/Ciudad,
6627,Pais/Nación/Región,
6633,Hombre,
6634,Familia,
6636,Hombre,
6638,Hombre,
6639,Hombre,
6640,Hombre,
6642,Hombre,
6644,Hombre,
6645,Hombre,
6646,Hombre,
6647,Hombre,
6648,Hombre,
6649,Hombre,
6651,Hombre,
6654,Hombre,
6660,Hombre,
6662,Artes/Cultura,
6663,Lugar/Ciudad,
6664,Mujer,Cultura
6665,Hombre,
6666,Descriptivo,
6669,Hombre,
6672,Hombre,
6675,Hombre,
6678,Hombre,
6681,Lugar/Ciudad,
6683,Hombre,
6684,Pais/Nación/Región,
6685,Descriptivo,
6687,Histórico,
6688,Descriptivo,
6690,Pais/Nación/Región,
6694,Pais/Nación/Región,
6696,Astronómico,
6699,Histórico,
6701,Hombre,
6702,Artes/Cultura,
6704,Hombre,
6705,Mujer,Filántropa
6706,Fauna,
6708,Hombre,
6714,Hombre,
6717,Hombre,
6720,Lugar/Ciudad,
6723,Artes/Cultura,
6724,Hombre,
6725,Hombre,
6726,Mujer,Ficción
6729,Histórico,
6732,Hombre,
6735,Hombre,
6738,Histórico,
6741,Hombre,
6744,Pais/Nación/Región,
6747,Geográfico,
6750,Pais/Nación/Región,
6753,Otro,
6756,Geográfico,
6759,Hombre,
6762,Hombre,
6768,Mujer,Cultura
6769,Artes/Cultura,
6770,Artes/Cultura,
6771,Lugar/Ciudad,
6772,Geográfico,
6773,Familia,
6774,Geográfico,
6775,Geográfico,
6776,Hombre,
6777,Geográfico,
6780,Lugar/Ciudad,
6783,Geográfico,
6786,Lugar/Ciudad,
6789,Pais/Nación/Región,
6790,Fauna,
6792,Hombre,
6795,Lugar/Ciudad,
6796,Hombre,
6798,Hombre,
6801,Astronómico,
6802,Astronómico,
6804,Hombre,
6807,Lugar/Ciudad,
6810,Hombre,
6813,Pais/Nación/Región,
6816,Hombre,
6822,Hombre,
6825,Artes/Cultura,
6828,Hombre,
6831,Histórico,
6834,Hombre,
6835,Hombre,
6840,Hombre,
6843,Hombre,Ficción
6846,Lugar/Ciudad,
6849,Pais/Nación/Región,
6850,Hombre,
6851,Mujer,Cultura
6852,Hombre,
6855,Hombre,
6858,Hombre,
6864,Hombre,
6867,Geográfico,
6870,Lugar/Ciudad,
6871,Hombre,
6873,Geográfico,
6874,Descriptivo,
6876,Hombre,
6879,Flora,
6882,Pais/Nación/Región,
6884,Artes/Cultura,
6885,Geográfico,
6888,Pais/Nación/Región,
6891,Lugar/Ciudad,
6892,Lugar/Ciudad,
6894,Hombre,
6895,Geográfico,
6896,Otro,
6900,Hombre,
6901,Flora,
6902,Hombre,
6903,Lugar/Ciudad,
6904,Otro,
6905,Descriptivo,
6906,Hombre,
6907,Lugar/Ciudad,
6908,Otro,
6909,Descriptivo,
6910,Otro,
6911,Descriptivo,
6912,Hombre,
6913,Hombre,
6914,Descriptivo,
6915,Hombre,
6916,Descriptivo,
6917,Descriptivo,
6918,Hombre,
6919,Descriptivo,
6920,Descriptivo,
6921,Hombre,
6922,Flora,
6924,Flora,
6927,Otro,
6928,Familia,
6930,Geográfico,
6932,Descriptivo,
6933,Hombre,
6934,Hombre,
6935,Descriptivo,
6936,Hombre,
6940,Hombre,
6942,Flora,
6945,Lugar/Ciudad,
6948,Histórico,
6951,Familia,
6952,Hombre,
6954,Lugar/Ciudad,
6957,Lugar/Ciudad,
6960,Otro,
6963,Hombre,
6967,Artes/Cultura,
6968,Artes/Cultura,
6969,Descriptivo,
6970,Flora,
6975,Hombre,
6981,Hombre,
6984,Lugar/Ciudad,
6990,Hombre,
6993,Lugar/Ciudad,
6996,Artes/Cultura,
6999,Geográfico,
7002,Hombre,
7005,Lugar/Ciudad,
7008,Pais/Nación/Región,
7011,Flora,
7014,Lugar/Ciudad,
7017,Hombre,
7019,Hombre,
7020,Otro,
7021,Pais/Nación/Región,
7022,Hombre,Ficción
7023,Pais/Nación/Región,
7024,Hombre,
7025,Otro,
7029,Astronómico,
7030,Astronómico,
7032,Lugar/Ciudad,
7034,Hombre,
7035,Hombre,
7038,Hombre,
7041,Hombre,
7044,Geográfico,
7050,Lugar/Ciudad,
7051,Descriptivo,
7052,Flora,
7056,Lugar/Ciudad,
7058,Flora,
7059,Fauna,
7060,Hombre,
7062,Lugar/Ciudad,
7065,Hombre,
7068,Hombre,
7074,Hombre,
7077,Hombre,
7080,Hombre,
7083,Lugar/Ciudad,
7086,Hombre,
7089,Lugar/Ciudad,
7091,Hombre,
7092,Hombre,
7095,Geográfico,
7098,Lugar/Ciudad,
7101,Lugar/Ciudad,
7104,Geográfico,
7107,Hombre,
7108,Hombre,
7110,Hombre,
7119,Hombre,
7122,Hombre,
7123,Descriptivo,
7124,Familia,
7125,Hombre,
7126,Lugar/Ciudad,
7127,Hombre,
7128,Pais/Nación/Región,
7129,Hombre,
7130,Mujer,Cultura
7131,Familia,
7132,Hombre,
7133,Descriptivo,
7134,Hombre,
7135,Descriptivo,
7136,Descriptivo,
7137,Descriptivo,
7138,Descriptivo,
7139,Descriptivo,
7140,Hombre,
7141,Descriptivo,
7143,Hombre,
7144,Descriptivo,
7145,Descriptivo,
7146,Hombre,
7147,Descriptivo,
7148,Hombre,
7149,Hombre,
7150,Hombre,
7151,Hombre,
7152,Hombre,
7153,Hombre,
7154,Descriptivo,
7155,Hombre,
7158,Hombre,
7161,Hombre,
7164,Hombre,
7167,Hombre,
7170,Hombre,
7172,Hombre,
7173,Hombre,
7176,Lugar/Ciudad,
7177,Hombre,
7179,Lugar/Ciudad,
7182,Lugar/Ciudad,
7185,Pais/Nación/Región,
7187,Hombre,
7188,Familia,
7189,Astronómico,
7191,Hombre,
7194,Histórico,
7197,Otro,
7200,Hombre,
7203,Hombre,
7204,Hombre,
7205,Hombre,
7206,Lugar/Ciudad,
7209,Lugar/Ciudad,
7212,Hombre,
7215,Hombre,
7216,Descriptivo,
7217,Descriptivo,
7218,Descriptivo,
7219,Descriptivo,
7220,Descriptivo,
7221,Hombre,
7222,Descriptivo,
7224,Hombre,
7227,Hombre,
7229,Hombre,
7230,Hombre,
7231,Hombre,
7233,Lugar/Ciudad,
7239,Hombre,
7245,Hombre,
7248,Hombre,
7251,Hombre,
7253,Hombre,
7254,Hombre,
7257,Hombre,
7260,Hombre,
7263,Hombre,
7266,Hombre,
7268,Hombre,
7269,Hombre,
7272,Hombre,
7278,Histórico,
7281,Lugar/Ciudad,
7283,Mujer,Educación
7284,Hombre,
7287,Hombre,
7290,Geográfico,
7292,Hombre,
7293,Hombre,
7296,Hombre,
7299,Lugar/Ciudad,
7302,Hombre,
7305,Hombre,
7308,Hombre,
7310,Hombre,
7314,Hombre,
7317,Hombre,
7320,Hombre,
7322,Descriptivo,
7323,Geográfico,
7326,Hombre,
7329,Hombre,
7332,Hombre,
7335,Hombre,
7336,Astronómico,
7338,Descriptivo,
7339,Mujer,Educación
7341,Hombre,
7344,Lugar/Ciudad,
7347,Hombre,
7348,Mujer,Educación
7350,Pais/Nación/Región,
7352,Hombre,
7353,Hombre,
7354,Hombre,
7356,Histórico,
7357,Hombre,
7359,Hombre,
7362,Hombre,
7365,Histórico,
7368,Hombre,
7371,Hombre,
7376,Hombre,
7377,Hombre,
7380,Hombre,
7382,Hombre,
7383,Hombre,
7389,Geográfico,
7392,Geográfico,
7395,Geográfico,
7398,Histórico,
7404,Geográfico,
7407,Geográfico,
7409,Hombre,
7410,Hombre,
7411,Hombre,
7413,Lugar/Ciudad,
7415,Flora,
7416,Pais/Nación/Región,
7419,Hombre,
7425,Hombre,
7428,Geográfico,
7429,Flora,
7430,Hombre,
7431,Geográfico,
7433,Hombre,
7434,Artes/Cultura,
7443,Artes/Cultura,
7447,Pais/Nación/Región,
7449,Histórico,
7452,Pais/Nación/Región,
7455,Geográfico,
7458,Artes/Cultura,
7461,Hombre,
7462,Hombre,
7464,Lugar/Ciudad,
7466,Hombre,
7467,Histórico,
7470,Hombre,
7473,Hombre,
7478,Geográfico,
7479,Lugar/Ciudad,
7482,Hombre,
7485,Hombre,
7487,Otro,
7491,Otro,
7493,Hombre,
7494,Hombre,
7497,Hombre,
7500,Hombre,
7503,Hombre,
7506,Hombre,
7512,Hombre,
7515,Hombre,
7518,Hombre,
7521,Hombre,
7527,Hombre,
7530,Lugar/Ciudad,
7533,Histórico,
7536,Hombre,
7538,Hombre,
7539,Hombre,
7545,Otro,
7548,Histórico,
7551,Histórico,
7557,Hombre,
7558,Histórico,
7561,Hombre,
7563,Histórico,
7564,Histórico,
7565,Descriptivo,
7567,Mujer,Cultura
7569,Histórico,
7572,Histórico,
7575,Histórico,
7578,Histórico,
7581,Histórico,
7584,Hombre,
7587,Histórico,
7590,Descriptivo,
7591,Descriptivo,
7592,Hombre,
7593,Descriptivo,
7594,Flora,
7595,Descriptivo,
7596,Descriptivo,
7598,Descriptivo,
7599,Histórico,
7600,Descriptivo,
7602,Histórico,
7605,Histórico,
7608,Histórico,
7611,Histórico,
7614,Histórico,
7617,Histórico,
7618,Histórico,
7620,Histórico,
7623,Histórico,
7626,Descriptivo,
7629,Histórico,
7630,Histórico,
7632,Histórico,
7635,Histórico,
7641,Histórico,
7647,Mujer,Pionera
7653,Histórico,
7656,Histórico,
7659,Histórico,
7662,Histórico,
7663,Otro,
7665,Histórico,
7667,Descriptivo,
7668,Descriptivo,
7670,Descriptivo,
7672,Descriptivo,
7674,Descriptivo,
7675,Descriptivo,
7676,Descriptivo,
7677,Descriptivo,
7678,Descriptivo,
7679,Descriptivo,
7680,Descriptivo,
7681,Descriptivo,
7683,Descriptivo,
7685,Descriptivo,
7687,Descriptivo,
7689,Descriptivo,
7691,Descriptivo,
7693,Descriptivo,
7695,Descriptivo,
7696,Descriptivo,
7697,Descriptivo,
7698,Descriptivo,
7699,Descriptivo,
7700,Otro,
7701,Descriptivo,
7702,Descriptivo,
7703,Descriptivo,
7704,Descriptivo,
7705,Descriptivo,
7706,Descriptivo,
7707,Descriptivo,
7708,Descriptivo,
7709,Descriptivo,
7710,Descriptivo,
7711,Descriptivo,
7712,Descriptivo,
7713,Descriptivo,
7714,Descriptivo,
7715,Descriptivo,
7716,Descriptivo,
7717,Descriptivo,
7718,Descriptivo,
7719,Descriptivo,
7720,Descriptivo,
7721,Descriptivo,
7722,Descriptivo,
7723,Descriptivo,
7724,Descriptivo,
7725,Descriptivo,
7726,Descriptivo,
7727,Hombre,
7728,Hombre,
7729,Hombre,
7730,Hombre,
7731,Hombre,
7732,Hombre,
7733,Hombre,
7734,Hombre,
7735,Hombre,
7736,Descriptivo,
7737,Descriptivo,
7738,Descriptivo,
7739,Descriptivo,
7740,Lugar/Ciudad,
7741,Descriptivo,
7742,Descriptivo,
7743,Descriptivo,
7744,Descriptivo,
7745,Descriptivo,
7746,Descriptivo,
7747,Descriptivo,
7748,Descriptivo,
7749,Descriptivo,
7750,Descriptivo,
7751,Descriptivo,
7752,Descriptivo,
7753,Descriptivo,
7754,Descriptivo,
7755,Descriptivo,
7756,Descriptivo,
7757,Descriptivo,
7758,Descriptivo,
7759,Descriptivo,
7760,Descriptivo,
7761,Hombre,
7762,Hombre,
7763,Mujer,Cultura
7764,Descriptivo,
7766,Descriptivo,
7767,Descriptivo,
7768,Descriptivo,
7769,Descriptivo,
7770,Descriptivo,
7771,Hombre,
7772,Hombre,
7773,Hombre,
7774,Descriptivo,
7775,Descriptivo,
7776,Descriptivo,
7777,Descriptivo,
7778,Descriptivo,
7779,Descriptivo,
7780,Descriptivo,
7781,Descriptivo,
7782,Descriptivo,
7783,Descriptivo,
7784,Descriptivo,
7785,Descriptivo,
7786,Descriptivo,
7787,Descriptivo,
7788,Descriptivo,
7789,Descriptivo,
7790,Descriptivo,
7791,Descriptivo,
7792,Descriptivo,
7793,Descriptivo,
7794,Descriptivo,
7795,Descriptivo,
7796,Descriptivo,
7797,Descriptivo,
7798,Descriptivo,
7799,Descriptivo,
7800,Descriptivo,
7801,Otro,
7802,Otro,
7803,Otro,
7804,Fauna,
7805,Flora,
7806,Flora,
7807,Otro,
7808,Fauna,
7809,Geográfico,
7810,Flora,
7811,Hombre,
7812,Descriptivo,
7813,Descriptivo,
7814,Flora,
7815,Mujer,Fundadora
7816,Flora,
7817,Descriptivo,
7818,Hombre,
7819,Descriptivo,
7820,Descriptivo,
7821,Hombre,
7822,Hombre,
7823,Hombre,
7824,Hombre,
7825,Mujer,Cultura
7826,Hombre,
7827,Hombre,
7828,Descriptivo,
7829,Descriptivo,
7830,Descriptivo,
7831,Descriptivo,
7832,Descriptivo,
7833,Descriptivo,
7834,Descriptivo,
7835,Descriptivo,
7836,Descriptivo,
7837,Descriptivo,
7838,Descriptivo,
7839,Descriptivo,
7840,Descriptivo,
7841,Descriptivo,
7842,Descriptivo,
7843,Descriptivo,
7844,Descriptivo,
7845,Descriptivo,
7846,Descriptivo,
7847,Descriptivo,
7848,Descriptivo,
7849,Descriptivo,
7850,Descriptivo,
7851,Flora,
7852,Descriptivo,
7853,Otro,
7854,Artes/Cultura,
7855,Descriptivo,
7856,Descriptivo,
7857,Descriptivo,
7858,Descriptivo,
7859,Descriptivo,
7860,Descriptivo,
7861,Descriptivo,
7862,Descriptivo,
7863,Descriptivo,
7864,Descriptivo,
7866,Descriptivo,
7867,Hombre,
7868,Flora,
7869,Flora,
7870,Flora,
7871,Flora,
7872,Descriptivo,
7873,Descriptivo,
7874,Descriptivo,
7875,Descriptivo,
7876,Descriptivo,
7877,Descriptivo,
7878,Descriptivo,
7879,Histórico,
7880,Descriptivo,
7881,Otro,
7882,Otro,
